AAYLASECURA,6
ADMINISTRATORLANDO,7
ADMIRALACKBAR,7
AHSOKATANO,7
AMILYNHOLDO,3
ANAKINKNIGHT,7
ASAJVENTRESS,7
B2SUPERBATTLEDROID,7
BARRISSOFFEE,7
BAZEMALBUS,7
BB8,7
BIGGSDARKLIGHTER,7
BISTAN,7
BOBAFETT,7
BODHIROOK,7
CADBANE,7
CASSIANANDOR,7
CC2224,7
CHIEFCHIRPA,7
CHIEFNEBIT,7
CHIRRUTIMWE,7
CHOPPERS3,7
CLONESERGEANTPHASEI,7
CLONEWARSCHEWBACCA,7
COLONELSTARCK,6
COMMANDERLUKESKYWALKER,7
CORUSCANTUNDERWORLDPOLICE,5
COUNTDOOKU,7
CT210408,7
CT5555,7
CT7567,7
DAKA,7
DARTHNIHILUS,7
DARTHSIDIOUS,7
DARTHSION,4
DATHCHA,7
DEATHTROOPER,7
DENGAR,7
DIRECTORKRENNIC,7
EETHKOTH,7
EMPERORPALPATINE,7
EWOKELDER,7
EWOKSCOUT,7
EZRABRIDGERS3,7
FINN,7
FIRSTORDEREXECUTIONER,2
FIRSTORDEROFFICERMALE,7
FIRSTORDERSPECIALFORCESPILOT,5
FIRSTORDERTIEPILOT,7
FIRSTORDERTROOPER,7
FULCRUMAHSOKA,7
GAMORREANGUARD,4
GARSAXON,7
GENERALKENOBI,5
GEONOSIANSOLDIER,7
GEONOSIANSPY,7
GRANDADMIRALTHRAWN,7
GRANDMASTERYODA,7
GRANDMOFFTARKIN,7
GREEDO,7
GRIEVOUS,7
HANSOLO,7
HERASYNDULLAS3,7
HK47,7
HOTHHAN,6
HOTHREBELSCOUT,7
HOTHREBELSOLDIER,6
HUMANTHUG,5
IG86SENTINELDROID,7
IG88,7
IMAGUNDI,7
IMPERIALSUPERCOMMANDO,7
JAWA,7
JAWAENGINEER,7
JAWASCAVENGER,7
JEDIKNIGHTCONSULAR,7
JEDIKNIGHTGUARDIAN,7
JYNERSO,7
K2SO,7
KANANJARRUSS3,7
KITFISTO,7
KYLOREN,7
KYLORENUNMASKED,7
LOBOT,4
LOGRAY,7
LUKESKYWALKER,7
LUMINARAUNDULI,7
MACEWINDU,7
MAGMATROOPER,6
MAGNAGUARD,6
MAUL,7
MOTHERTALZIN,4
NIGHTSISTERACOLYTE,6
NIGHTSISTERINITIATE,7
NIGHTSISTERSPIRIT,4
NIGHTSISTERZOMBIE,3
NUTEGUNRAY,7
OLDBENKENOBI,7
PAO,7
PAPLOO,7
PHASMA,7
PLOKOON,7
POE,7
POGGLETHELESSER,7
PRINCESSLEIA,7
QUIGONJINN,7
R2D2_LEGENDARY,7
RESISTANCEPILOT,7
RESISTANCETROOPER,7
REY,7
ROSETICO,3
ROYALGUARD,7
SABINEWRENS3,7
SAVAGEOPRESS,7
SCARIFREBEL,7
SHORETROOPER,7
SITHASSASSIN,7
SITHMARAUDER,3
SITHTROOPER,7
SMUGGLERCHEWBACCA,6
SMUGGLERHAN,6
SNOWTROOPER,7
STORMTROOPER,7
STORMTROOPERHAN,7
SUNFAC,7
TALIA,7
TEEBO,7
TIEFIGHTERPILOT,7
TUSKENRAIDER,7
TUSKENSHAMAN,7
UGNAUGHT,6
URORRURRR,4
VADER,7
VEERS,7
VISASMARR,4
WEDGEANTILLES,7
WICKET,5
ZAMWESELL,7
ZEBS3,7